survived,pclass,sex,age,sibsp,parch,ticket_fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,is_child,is_elderly,age_group,total_people,fare_per_person,sex_encoded,class_num,survived_bool,name_length,title,log_fare,family_size,is_alone,embarked_full,fare_rounded
0,3,male,44.0,0,1,16.1,S,Third,man,True,,Southampton,no,False,False,False,Adult,2,8.05,0,3,False,3,man,2.8390784635086144,1,False,Southampton,16.1
1,2,female,40.0,0,0,15.75,S,Second,woman,False,,Southampton,yes,True,False,False,Adult,1,15.75,1,2,True,5,woman,2.8183982582710754,0,True,Southampton,15.75
0,3,male,26.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.775,0,3,False,3,man,2.1719067693519296,0,True,Southampton,7.78
0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,False,False,Teen,1,8.6625,0,3,False,3,man,2.2682524139135403,0,True,Southampton,8.66
0,3,male,1.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,True,False,Child,6,6.614583333333333,0,3,False,5,child,3.705920919968788,5,False,Southampton,39.69
1,3,male,9.0,0,2,20.525,S,Third,child,False,,Southampton,yes,False,True,False,Child,3,6.841666666666666,0,3,True,5,child,3.0692150503137943,2,False,Southampton,20.52
1,1,female,28.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,False,False,Adult,2,27.5,1,1,True,5,woman,4.02535169073515,1,False,Southampton,55.0
0,3,female,45.0,1,4,27.9,S,Third,woman,False,,Southampton,no,False,False,False,Adult,6,4.6499999999999995,1,3,False,5,woman,3.3638415951183864,5,False,Southampton,27.9
0,1,male,28.0,0,0,25.925,S,First,man,True,,Southampton,no,True,False,False,Adult,1,25.925,0,1,False,3,man,3.2930552230424524,0,True,Southampton,25.92
0,3,male,28.0,0,0,56.4958,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,56.4958,0,3,False,3,man,4.05171190165724,0,True,Southampton,56.5
0,1,male,61.0,0,0,33.5,S,First,man,True,B,Southampton,no,True,False,True,Senior,1,33.5,0,1,False,3,man,3.5409593240373143,0,True,Southampton,33.5
0,3,male,4.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,True,False,Child,6,4.854166666666667,0,3,False,5,child,3.405355391810819,5,False,Queenstown,29.12
1,3,female,1.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,True,False,Child,3,3.7111,1,3,True,5,child,2.495953738718064,2,False,Southampton,11.13
0,3,male,21.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.925,0,3,False,3,man,2.188856327665703,0,True,Southampton,7.92
0,1,male,56.0,0,0,30.6958,C,First,man,True,A,Cherbourg,no,True,False,False,Adult,1,30.6958,0,1,False,3,man,3.4561841799918147,0,True,Cherbourg,30.7
0,3,male,18.0,1,1,7.8542,S,Third,man,True,,Southampton,no,False,False,False,Teen,3,2.6180666666666665,0,3,False,3,man,2.180891922715322,2,False,Southampton,7.85
0,3,male,28.0,3,1,25.4667,S,Third,man,True,,Southampton,no,False,False,False,Adult,5,5.0933399999999995,0,3,False,3,man,3.275887339030031,4,False,Southampton,25.47
0,1,female,50.0,0,0,28.7125,C,First,woman,False,C,Cherbourg,no,True,False,False,Adult,1,28.7125,1,1,False,5,woman,3.391567832686312,0,True,Cherbourg,28.71
0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,13.0,0,2,False,3,man,2.6390573296152584,0,True,Southampton,13.0
0,3,male,36.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,0.0,0,3,False,3,man,0.0,0,True,Southampton,0.0
0,3,female,28.0,8,2,69.55,S,Third,woman,False,,Southampton,no,False,False,False,Adult,11,6.322727272727272,1,3,False,5,woman,4.256321678298823,10,False,Southampton,69.55
0,2,male,28.0,0,0,15.05,C,Second,man,True,,Cherbourg,no,True,False,False,Adult,1,15.05,0,2,False,3,man,2.775708849576025,0,True,Cherbourg,15.05
0,3,male,9.0,4,2,31.3875,S,Third,child,False,,Southampton,no,False,True,False,Child,7,4.483928571428572,0,3,False,5,child,3.4777725458882283,6,False,Southampton,31.39
1,2,male,1.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,True,False,Child,4,9.75,0,2,True,5,child,3.6888794541139363,3,False,Southampton,39.0
1,3,female,4.0,0,2,22.025,S,Third,child,False,,Southampton,yes,False,True,False,Child,3,7.341666666666666,1,3,True,5,child,3.1365805821413706,2,False,Southampton,22.02
0,1,male,28.0,0,0,50.0,S,First,man,True,A,Southampton,no,True,False,False,Adult,1,50.0,0,1,False,3,man,3.9318256327243257,0,True,Southampton,50.0
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,False,False,Adult,2,7.75,1,3,True,5,woman,2.803360380906535,1,False,Queenstown,15.5
1,1,male,45.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,False,False,Adult,1,26.55,0,1,True,3,man,3.3160025355989236,0,True,Southampton,26.55
0,3,male,40.0,1,1,15.5,Q,Third,man,True,,Queenstown,no,False,False,False,Adult,3,5.166666666666667,0,3,False,3,man,2.803360380906535,2,False,Queenstown,15.5
0,3,male,36.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.8958,0,3,False,3,man,2.1855792552411137,0,True,Southampton,7.9
1,2,female,32.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,False,False,Adult,1,13.0,1,2,True,5,woman,2.6390573296152584,0,True,Southampton,13.0
0,2,male,19.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,13.0,0,2,False,3,man,2.6390573296152584,0,True,Southampton,13.0
1,3,female,19.0,1,0,7.8542,S,Third,woman,False,,Southampton,yes,False,False,False,Adult,2,3.9271,1,3,True,5,woman,2.180891922715322,1,False,Southampton,7.85
1,2,male,3.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,True,False,Child,3,8.666666666666666,0,2,True,5,child,3.295836866004329,2,False,Southampton,26.0
1,1,female,44.0,0,0,27.7208,C,First,woman,False,B,Cherbourg,yes,True,False,False,Adult,1,27.7208,1,1,True,5,woman,3.357621598945279,0,True,Cherbourg,27.72
1,1,female,58.0,0,0,146.5208,C,First,woman,False,B,Cherbourg,yes,True,False,False,Adult,1,146.5208,1,1,True,5,woman,4.993969182787072,0,True,Cherbourg,146.52
0,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,False,False,Adult,1,7.75,0,3,False,3,man,2.169053700369523,0,True,Queenstown,7.75
0,3,male,42.0,0,1,8.4042,S,Third,man,True,,Southampton,no,False,False,False,Adult,2,4.2021,0,3,False,3,man,2.2411563979973974,1,False,Southampton,8.4
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,False,Adult,1,7.75,1,3,True,5,woman,2.169053700369523,0,True,Queenstown,7.75
0,2,female,24.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,False,False,Adult,1,13.0,1,2,False,5,woman,2.6390573296152584,0,True,Southampton,13.0
0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,9.5,0,3,False,3,man,2.3513752571634776,0,True,Southampton,9.5
0,3,male,28.0,8,2,69.55,S,Third,man,True,,Southampton,no,False,False,False,Adult,11,6.322727272727272,0,3,False,3,man,4.256321678298823,10,False,Southampton,69.55
0,3,male,34.0,0,0,6.4958,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,6.4958,0,3,False,3,man,2.0143428636837015,0,True,Southampton,6.5
0,3,male,45.5,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,False,False,Adult,1,7.225,0,3,False,3,man,2.1071782966514356,0,True,Cherbourg,7.22
1,3,male,18.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,False,Teen,1,8.05,0,3,True,3,man,2.2027647577118348,0,True,Southampton,8.05
0,3,female,2.0,0,1,10.4625,S,Third,child,False,G,Southampton,no,False,True,False,Child,2,5.23125,1,3,False,5,child,2.4390808375825834,1,False,Southampton,10.46
0,3,male,32.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,False,False,Adult,2,7.925,0,3,False,3,man,2.8243506567983707,1,False,Southampton,15.85
1,3,male,26.0,0,0,18.7875,C,Third,man,True,,Cherbourg,yes,True,False,False,Adult,1,18.7875,0,3,True,3,man,2.9850504252071306,0,True,Cherbourg,18.79
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,False,Teen,1,7.75,1,3,True,5,woman,2.169053700369523,0,True,Queenstown,7.75
1,1,male,40.0,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,False,False,Adult,1,31.0,0,1,True,3,man,3.4657359027997265,0,True,Cherbourg,31.0
0,3,male,24.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.05,0,3,False,3,man,2.0856720914304723,0,True,Southampton,7.05
1,2,female,35.0,0,0,21.0,S,Second,woman,False,,Southampton,yes,True,False,False,Adult,1,21.0,1,2,True,5,woman,3.091042453358316,0,True,Southampton,21.0
0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.25,0,3,False,3,man,2.1102132003465894,0,True,Southampton,7.25
0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,13.0,0,2,False,3,man,2.6390573296152584,0,True,Southampton,13.0
0,3,male,28.0,1,0,7.75,Q,Third,man,True,,Queenstown,no,False,False,False,Adult,2,3.875,0,3,False,3,man,2.169053700369523,1,False,Queenstown,7.75
1,1,female,31.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,False,False,Adult,2,56.6375,1,1,True,5,woman,4.738607824217808,1,False,Cherbourg,113.28
1,3,female,27.0,0,0,7.925,S,Third,woman,False,,Southampton,yes,True,False,False,Adult,1,7.925,1,3,True,5,woman,2.188856327665703,0,True,Southampton,7.92
0,2,male,42.0,1,0,27.0,S,Second,man,True,,Southampton,no,False,False,False,Adult,2,13.5,0,2,False,3,man,3.332204510175204,1,False,Southampton,27.0
1,1,female,32.0,0,0,76.2917,C,First,woman,False,D,Cherbourg,yes,True,False,False,Adult,1,76.2917,1,1,True,5,woman,4.347586575960343,0,True,Cherbourg,76.29
0,2,male,30.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,10.5,0,2,False,3,man,2.4423470353692043,0,True,Southampton,10.5
1,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,False,Teen,1,8.05,0,3,True,3,man,2.2027647577118348,0,True,Southampton,8.05
0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,13.0,0,2,False,3,man,2.6390573296152584,0,True,Southampton,13.0
0,3,male,51.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,8.05,0,3,False,3,man,2.2027647577118348,0,True,Southampton,8.05
0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.8958,0,3,False,3,man,2.1855792552411137,0,True,Southampton,7.9
1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,False,False,Adult,2,45.0,0,1,True,3,man,4.51085950651685,1,False,Southampton,90.0
0,3,male,22.0,0,0,9.35,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,9.35,0,3,False,3,man,2.336986519711378,0,True,Southampton,9.35
1,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,False,False,Adult,1,10.5,0,2,True,3,man,2.4423470353692043,0,True,Southampton,10.5
0,3,male,20.5,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.25,0,3,False,3,man,2.1102132003465894,0,True,Southampton,7.25
0,2,male,18.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,False,Teen,1,13.0,0,2,False,3,man,2.6390573296152584,0,True,Southampton,13.0
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,False,False,Adult,5,5.0933399999999995,1,3,False,5,woman,3.275887339030031,4,False,Southampton,25.47
1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,False,False,Adult,2,41.7375,1,1,True,5,woman,4.436455632600354,1,False,Southampton,83.48
0,3,male,29.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.775,0,3,False,3,man,2.1719067693519296,0,True,Southampton,7.78
0,2,male,59.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,13.5,0,2,False,3,man,2.6741486494265287,0,True,Southampton,13.5
1,3,female,5.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,True,False,Child,7,4.483928571428572,1,3,True,5,child,3.4777725458882283,6,False,Southampton,31.39
0,2,male,24.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,10.5,0,2,False,3,man,2.4423470353692043,0,True,Southampton,10.5
0,3,female,28.0,0,0,7.55,S,Third,woman,False,,Southampton,no,True,False,False,Adult,1,7.55,1,3,False,5,woman,2.145931282948669,0,True,Southampton,7.55
0,2,male,44.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,False,False,Adult,2,13.0,0,2,False,3,man,3.295836866004329,1,False,Southampton,26.0
1,2,female,8.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,True,False,Child,3,8.75,1,2,True,5,child,3.305053521109253,2,False,Southampton,26.25
0,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,10.5,0,2,False,3,man,2.4423470353692043,0,True,Southampton,10.5
0,2,male,33.0,0,0,12.275,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,12.275,0,2,False,3,man,2.5858825671280026,0,True,Southampton,12.28
0,3,female,28.0,1,0,14.4542,C,Third,woman,False,,Cherbourg,no,False,False,False,Adult,2,7.2271,1,3,False,5,woman,2.737880811060884,1,False,Cherbourg,14.45
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,False,False,Adult,2,7.75,1,3,True,5,woman,2.803360380906535,1,False,Queenstown,15.5
0,2,male,29.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,10.5,0,2,False,3,man,2.4423470353692043,0,True,Southampton,10.5
0,3,male,22.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.125,0,3,False,3,man,2.094945728215801,0,True,Southampton,7.12
0,3,male,30.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,False,False,Adult,1,7.225,0,3,False,3,man,2.1071782966514356,0,True,Cherbourg,7.22
0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,False,False,Adult,3,30.0,0,1,False,3,man,4.51085950651685,2,False,Queenstown,90.0
0,3,female,25.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,False,False,Adult,1,7.775,1,3,False,5,woman,2.1719067693519296,0,True,Southampton,7.78
1,2,female,24.0,0,2,14.5,S,Second,woman,False,,Southampton,yes,False,False,False,Adult,3,4.833333333333333,1,2,True,5,woman,2.740840023925201,2,False,Southampton,14.5
1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,False,False,Adult,3,17.518066666666666,0,1,True,3,man,3.9806942251907276,2,False,Southampton,52.55
0,2,male,54.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,False,False,Adult,2,13.0,0,2,False,3,man,3.295836866004329,1,False,Southampton,26.0
0,3,male,28.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.25,0,3,False,3,man,2.1102132003465894,0,True,Southampton,7.25
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,False,False,Adult,3,3.4875000000000003,1,3,False,5,woman,2.4390808375825834,2,False,Southampton,10.46
0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,False,True,Senior,1,26.55,0,1,False,3,man,3.3160025355989236,0,True,Southampton,26.55
0,3,male,30.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,False,False,Adult,2,8.05,0,3,False,3,man,2.8390784635086144,1,False,Southampton,16.1
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,,Southampton,no,False,False,False,Adult,3,6.7375,1,3,False,5,woman,3.0545906305603445,2,False,Southampton,20.21
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,,Cherbourg,yes,False,False,False,Adult,3,5.081933333333333,1,3,True,5,woman,2.7878344138303452,2,False,Cherbourg,15.25
1,1,female,28.0,0,0,79.2,C,First,woman,False,,Cherbourg,yes,True,False,False,Adult,1,79.2,1,1,True,5,woman,4.384523514872469,0,True,Cherbourg,79.2
1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,False,False,Adult,1,86.5,1,1,True,5,woman,4.471638793363569,0,True,Southampton,86.5
1,1,female,35.0,0,0,512.3292,C,First,woman,False,,Cherbourg,yes,True,False,False,Adult,1,512.3292,1,1,True,5,woman,6.240917354759096,0,True,Cherbourg,512.33
1,2,female,50.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,False,False,Adult,2,13.0,1,2,True,5,woman,3.295836866004329,1,False,Southampton,26.0
0,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,False,False,Adult,1,7.75,0,3,False,3,man,2.169053700369523,0,True,Queenstown,7.75
1,3,male,3.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,True,False,Child,7,4.483928571428572,0,3,True,5,child,3.4777725458882283,6,False,Southampton,31.39
0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,False,False,Adult,3,26.55,0,1,False,3,man,4.390118804571218,2,False,Southampton,79.65
0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,False,False,Adult,1,0.0,0,1,False,3,man,0.0,0,True,Southampton,0.0
0,3,female,28.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,False,False,Adult,1,7.75,1,3,False,5,woman,2.169053700369523,0,True,Queenstown,7.75
0,2,male,36.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,10.5,0,2,False,3,man,2.4423470353692043,0,True,Southampton,10.5
0,3,male,16.0,4,1,39.6875,S,Third,man,True,,Southampton,no,False,False,False,Teen,6,6.614583333333333,0,3,False,3,man,3.705920919968788,5,False,Southampton,39.69
1,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,yes,False,False,False,Adult,2,3.8875,0,3,True,3,man,2.1719067693519296,1,False,Southampton,7.78
1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,False,False,Adult,2,76.73125,1,1,True,5,woman,5.039951348430309,1,False,Southampton,153.46
1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,False,False,Adult,1,135.6333,1,1,True,5,woman,4.91730069488021,0,True,Southampton,135.63
0,1,male,28.0,0,0,31.0,S,First,man,True,,Southampton,no,True,False,False,Adult,1,31.0,0,1,False,3,man,3.4657359027997265,0,True,Southampton,31.0
1,3,male,25.0,0,0,0.0,S,Third,man,True,,Southampton,yes,True,False,False,Adult,1,0.0,0,3,True,3,man,0.0,0,True,Southampton,0.0
1,2,female,41.0,0,1,19.5,S,Second,woman,False,,Southampton,yes,False,False,False,Adult,2,9.75,1,2,True,5,woman,3.0204248861443626,1,False,Southampton,19.5
0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,False,False,Adult,2,14.85,0,1,False,3,man,3.4242626545931514,1,False,Cherbourg,29.7
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,False,Adult,1,7.75,1,3,True,5,woman,2.169053700369523,0,True,Queenstown,7.75
1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,False,True,Senior,2,38.97915,1,1,True,5,woman,4.368919865004903,1,False,Southampton,77.96
0,3,female,45.0,0,0,7.75,S,Third,woman,False,,Southampton,no,True,False,False,Adult,1,7.75,1,3,False,5,woman,2.169053700369523,0,True,Southampton,7.75
0,2,male,28.0,0,0,0.0,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,0.0,0,2,False,3,man,0.0,0,True,Southampton,0.0
0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,True,False,Child,6,4.854166666666667,0,3,False,5,child,3.405355391810819,5,False,Queenstown,29.12
1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,False,False,Adult,3,6.75,1,3,True,5,woman,3.056356895370426,2,False,Southampton,20.25
0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,False,True,Senior,1,7.75,0,3,False,3,man,2.169053700369523,0,True,Queenstown,7.75
0,3,male,28.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.8542,0,3,False,3,man,2.180891922715322,0,True,Southampton,7.85
0,3,male,16.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,False,Teen,1,9.5,0,3,False,3,man,2.3513752571634776,0,True,Southampton,9.5
1,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,False,Adult,1,8.05,0,3,True,3,man,2.2027647577118348,0,True,Southampton,8.05
0,1,male,28.0,0,0,26.0,S,First,man,True,A,Southampton,no,True,False,False,Adult,1,26.0,0,1,False,3,man,3.295836866004329,0,True,Southampton,26.0
0,3,male,33.0,0,0,8.6625,C,Third,man,True,,Cherbourg,no,True,False,False,Adult,1,8.6625,0,3,False,3,man,2.2682524139135403,0,True,Cherbourg,8.66
1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,False,False,Adult,1,9.5,0,3,True,3,man,2.3513752571634776,0,True,Southampton,9.5
0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.8958,0,3,False,3,man,2.1855792552411137,0,True,Southampton,7.9
1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,False,False,Adult,1,13.0,0,2,True,3,man,2.6390573296152584,0,True,Southampton,13.0
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,False,Adult,1,7.75,1,3,True,5,woman,2.169053700369523,0,True,Queenstown,7.75
1,1,female,26.0,0,0,78.85,S,First,woman,False,,Southampton,yes,True,False,False,Adult,1,78.85,1,1,True,5,woman,4.380149874661021,0,True,Southampton,78.85
1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,False,False,Adult,2,45.5396,1,1,True,5,woman,4.5226490762785785,1,False,Cherbourg,91.08
0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,False,False,Adult,1,12.875,0,2,False,3,man,2.630088659632498,0,True,Cherbourg,12.88
0,3,female,24.0,0,0,8.85,S,Third,woman,False,,Southampton,no,True,False,False,Adult,1,8.85,1,3,False,5,woman,2.2874714551839976,0,True,Southampton,8.85
0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.8958,0,3,False,3,man,2.1855792552411137,0,True,Southampton,7.9
0,1,male,28.0,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,False,False,Adult,1,27.7208,0,1,False,3,man,3.357621598945279,0,True,Cherbourg,27.72
0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,False,False,Adult,1,7.2292,0,3,False,3,man,2.1076888046179385,0,True,Cherbourg,7.23
0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,True,False,Child,4,37.8875,1,1,False,5,child,5.027492411162679,3,False,Southampton,151.55
1,1,male,28.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,False,False,Adult,1,30.5,0,1,True,3,man,3.449987545831587,0,True,Southampton,30.5
1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,False,False,Adult,2,123.7604,1,1,True,5,woman,5.515526544247129,1,False,Cherbourg,247.52
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,False,Adult,1,7.75,1,3,True,5,woman,2.169053700369523,0,True,Queenstown,7.75
1,3,male,28.0,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,False,False,Adult,3,7.75,0,3,True,3,man,3.188416617383492,2,False,Queenstown,23.25
0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,0.0,0,3,False,3,man,0.0,0,True,Southampton,0.0
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,False,False,Adult,1,12.35,1,2,True,5,woman,2.5915163848462583,0,True,Queenstown,12.35
0,3,male,28.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,8.05,0,3,False,3,man,2.2027647577118348,0,True,Southampton,8.05
1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,True,False,Child,4,37.8875,0,1,True,5,child,5.027492411162679,3,False,Southampton,151.55
1,1,female,28.0,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True,False,False,Adult,1,110.8833,1,1,True,5,woman,4.717456363787216,0,True,Cherbourg,110.88
1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,False,False,Teen,2,54.45,1,1,True,5,woman,4.699570861409576,1,False,Cherbourg,108.9
0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,False,False,Adult,2,12.0,0,2,False,3,man,3.2188758248682006,1,False,Cherbourg,24.0
1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,False,False,Adult,1,56.9292,1,1,True,5,woman,4.0592215752427645,0,True,Cherbourg,56.93
1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,False,False,Adult,1,83.1583,1,1,True,5,woman,4.432699549165613,0,True,Cherbourg,83.16
1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,False,False,Teen,5,52.475,1,1,True,5,woman,5.5735788721243535,4,False,Cherbourg,262.38
0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,False,False,Adult,3,8.666666666666666,1,2,False,5,woman,3.295836866004329,2,False,Southampton,26.0
0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.8958,0,3,False,3,man,2.1855792552411137,0,True,Southampton,7.9
0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,False,False,Adult,3,8.75,0,2,False,3,man,3.305053521109253,2,False,Southampton,26.25
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,False,False,Adult,1,7.8542,1,3,True,5,woman,2.180891922715322,0,True,Southampton,7.85
1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,False,False,Adult,2,13.0,1,2,True,5,woman,3.295836866004329,1,False,Southampton,26.0
0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,False,False,Adult,1,14.0,0,2,False,3,man,2.70805020110221,0,True,Southampton,14.0
1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,False,False,Adult,3,54.95556666666667,1,1,True,5,woman,5.11118445372147,2,False,Southampton,164.87
1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,False,False,Adult,3,44.833333333333336,1,1,True,5,woman,4.908971640319756,2,False,Cherbourg,134.5
0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.25,0,3,False,3,man,2.1102132003465894,0,True,Southampton,7.25
0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,False,Adult,1,7.8958,0,3,False,3,man,2.1855792552411137,0,True,Southampton,7.9
